7.340172453248705597e-01,1.060784537490325086e+00,1.243722043109394493e+00,1.779459645007076318e+00,1.285010727291638899e+00,1.357925839222058340e+00,1.119772269958915212e+00,9.684455301553771545e-01,7.878475252425430897e-01,7.203704715544355652e-01,4.201008615343413966e-01,4.065497104221736935e-01,1.111365246692789022e+00,1.419385172292395803e+00,6.224600378518913013e-01,1.516842338251114253e+00,8.022941744560208033e-01,9.174451137720484040e-01,1.628398942850884934e+00,1.072935781460521820e+00,4.434758431956948854e-01,5.398348880994409127e-01,1.471835071699383102e+00,8.963609781902610596e-01,8.500685609164102541e-01,1.058960577648053070e+00,5.794641652441642199e-01,1.774808142969011460e+00,7.928590965792190470e-01,1.048152546770312332e+00,6.750281206795127886e-01,1.662955260683025571e+00,6.936219059549357802e-01,1.299089549909509200e+00,5.713530502117246668e-01,6.352325629719502986e-01,8.619734521434675445e-01,2.019710816420165145e+00,1.709093646474034500e+00,1.512862783476252693e+00
5.523665034275987429e-01,4.604038124721340219e-01,1.274571204617939157e+00,8.873814327174954775e-01,1.510695641365291220e+00,7.140404045842745351e-01,9.683847078324734348e-01,1.547805630437182112e+00,1.613982923961704508e+00,9.472453634148543244e-01,4.730865355168085706e-01,1.481270171320604678e+00,7.559995784585441525e-01,6.382208733731631334e-01,1.170394095019868796e+00,1.051098657717950635e+00,5.483932567977501948e-01,1.164306130344423318e+00,1.092709265372778127e+00,8.019470986967449644e-01,9.046127483326443786e-01,1.921942031919960936e+00,1.100338156711584636e+00,9.875625909195697716e-01,1.500642179004674226e+00,7.896016204697816621e-01,1.339334012081793590e+00,1.732425883047040038e+00,1.745466780815894570e+00,7.930926539284824939e-01,1.195155496523484295e+00,7.298929043500386182e-01,9.936705953701522320e-01,7.878268205443312855e-01,6.611196973710335989e-01,4.723346508779110997e-01,6.491010960402043839e-01,6.729924124641949446e-01,6.810508704093257704e-01,9.409038103624906002e-01
9.505696279770652346e-01,5.364106037000532234e-01,1.548445647065960218e+00,1.722111164880438361e+00,1.287244381883790423e+00,1.034750772586193523e+00,8.158027663721489908e-01,1.214655158053140172e+00,4.686409571570593902e-01,6.669738949133108274e-01,1.304563652526514295e+00,1.177719230266769834e+00,6.106378452754355202e-01,1.436341985219750983e+00,5.952469365665984391e-01,1.301895315955942323e+00,8.259285972675349807e-01,1.266103564983057206e+00,1.495702139526203123e+00,5.907005509132582377e-01,1.227328611935875280e+00,9.145531312509854738e-01,1.470285547410160154e+00,7.915926367170047495e-01,1.497021140588116861e+00,5.863218603847722976e-01,6.393287796944694401e-01,6.275045742963735185e-01,5.291885372643907459e-01,5.815292774808195064e-01,1.629187254893652126e+00,1.005611367858058491e+00,7.662288280891309533e-01,1.110358960558748498e+00,1.178739453264705972e+00,5.436634032365501579e-01,4.873203244288812908e-01,9.064169430730946164e-01,1.092019879679831051e+00,5.315669475242927877e-01
5.713994810180587081e-01,6.317751611214726948e-01,4.934956574114140460e-01,9.092891647525759291e-01,9.568368684443814276e-01,9.358082775335634373e-01,1.055796979456557150e+00,1.404715899820910163e+00,2.009909777358316774e+00,6.242665548768031591e-01,7.683321554252233732e-01,1.292473311333642405e+00,1.137626137731387210e+00,6.168151739972389525e-01,1.111958084568248628e+00,9.321500212195985569e-01,6.302157700649912986e-01,8.814890104631110113e-01,1.105149303200732680e+00,5.556869752205293445e-01,7.972168055764370376e-01,6.849089236575367501e-01,6.181437164145943131e-01,9.877337306902796987e-01,1.205094025641241906e+00,6.104931857137261275e-01,8.455637754478921853e-01,1.058319973142247017e+00,6.414505017285750954e-01,7.147583839812212680e-01,6.158407281024081970e-01,1.450357242086630638e+00,6.339026674018612972e-01,1.122675063555633512e+00,1.088722261398146207e+00,5.772919005951899774e-01,5.812250631183356608e-01,1.515404731558512186e+00,1.093475613768351007e+00,5.725090426844148261e-01
5.547616592314802419e-01,7.048959184801507627e-01,4.673937107303653415e-01,4.595234822776751438e-01,1.326128155638478301e+00,1.125456549135569695e+00,8.258677627444666047e-01,6.870311984231806113e-01,1.442070505483099119e+00,1.213622189809400842e+00,6.534726065236939885e-01,7.024808170528623608e-01,6.510561349597555614e-01,8.877384277212737596e-01,8.017523903576314614e-01,7.637285162278623085e-01,6.403491364923652451e-01,1.613109576709662596e+00,1.024784239125124952e+00,1.133647422240530389e+00,8.672287857128938571e-01,5.165558972894197520e-01,1.213638944935413910e+00,7.839955382307914888e-01,1.467340526209364615e+00,1.192283420433477570e+00,1.181689227564567846e+00,1.224935595236702257e+00,9.122021870177691172e-01,3.889886310203769515e-01,4.395838492653921237e-01,1.468972094799990913e+00,1.285690205323804625e+00,7.668401650529570457e-01,6.538317807086455602e-01,5.781478635052161863e-01,7.641342822721726158e-01,4.311058280444324264e-01,6.859742719182666537e-01,6.169066029254455241e-01
5.083836878903289502e-01,1.397973037334157675e+00,7.469200466390123472e-01,5.684644594364895998e-01,7.081635076159110698e-01,9.025638845224649431e-01,7.791367485095319623e-01,1.434532655132058299e+00,1.614941683836857544e+00,8.828379966773857168e-01,1.305377182109668688e+00,1.551476764952955500e+00,9.656148386644430870e-01,8.237168072338528768e-01,7.875350211688408875e-01,1.213344929506473324e+00,9.241200962573870026e-01,1.483254261019320452e+00,1.402170896730539074e+00,5.924491685912443018e-01,5.064491708541359882e-01,1.217038825610445629e+00,1.556028967647615335e+00,1.335684434166606316e+00,7.011513647552779505e-01,1.264279851502632335e+00,7.497927084573069445e-01,7.505983147722832260e-01,1.326217666592699018e+00,4.544520822518650638e-01,9.301357412385643508e-01,1.602708251996870947e+00,1.794609022935373943e+00,1.629805632936886850e+00,1.282545878038857667e+00,6.587081430588211939e-01,1.233477882219525590e+00,4.879645494708407250e-01,9.497566222720412732e-01,1.012961563257052777e+00
7.510343459960451273e-01,6.897492902822854877e-01,7.705413807648062718e-01,6.086278520466664732e-01,7.189829474492780426e-01,4.499155301944729457e-01,5.641040338279704747e-01,1.623119290812025772e+00,1.567458339899603814e+00,1.557568078856170768e+00,7.727419773584480733e-01,1.489543889781230313e+00,7.360066484468907877e-01,1.189813962659436619e+00,9.719324675186030715e-01,1.502881130377710317e+00,1.694294191341957800e+00,6.390482403493220609e-01,5.188537028773423376e-01,1.388065455041840535e+00,5.654259976415858535e-01,9.345167155730007558e-01,7.461889355511701627e-01,7.484534448704442955e-01,8.119697213651934087e-01,9.413293324483182900e-01,1.390560091404325016e+00,8.641528544574694770e-01,9.020945428083954054e-01,1.020052557815579464e+00,1.115227893459718622e+00,1.441030510561576605e+00,7.668696703273065740e-01,1.223373260924019323e+00,8.001242337355070067e-01,1.270715665881721579e+00,1.604457361956614037e+00,7.937225744808675820e-01,6.577371358324113348e-01,8.452511066934444983e-01
1.206596459649365682e+00,1.547695952551730425e+00,1.138959751937094866e+00,1.519569324782624520e+00,1.318014475781531303e+00,7.550215594584979151e-01,1.371576736000890584e+00,6.842359557990730368e-01,7.442065826605639423e-01,7.006363810090333599e-01,1.050866128314084547e+00,8.621219200316970754e-01,8.753287407251599817e-01,7.815576997667889048e-01,1.718571924059411060e+00,1.465692431882914759e+00,8.483325007936547424e-01,9.341403547191905465e-01,8.947490650569307480e-01,6.046648560373480974e-01,4.975537099058447432e-01,1.053632438635946134e+00,1.165685190233009871e+00,7.728895809606760592e-01,6.926140765658018728e-01,9.577870992956630802e-01,1.818827647868968889e+00,1.512279134110172896e+00,5.773561877907374962e-01,7.616220240376695427e-01,9.824185971685424068e-01,1.519140346394771690e+00,1.104501577330897710e+00,1.581577923921467121e+00,8.683333536253341478e-01,1.371744050146523453e+00,1.765043409816626552e+00,8.551512240829649558e-01,1.035543035439030923e+00,1.303323900554602899e+00
1.262852879966124053e+00,1.696394779398140651e+00,5.830000779275996692e-01,4.862488902866691221e-01,8.261460426525509826e-01,9.058558132698379950e-01,7.727803417743341896e-01,6.259008549042317515e-01,9.596084922142473772e-01,6.189443963622157652e-01,8.050531616383145295e-01,6.524337732912341981e-01,7.478373768252395415e-01,7.086997813483060238e-01,1.298364311508531266e+00,8.226366784247486352e-01,1.053170140565238500e+00,1.286123982331350390e+00,7.411279396400224373e-01,6.802826642576839111e-01,4.355720168190218566e-01,9.275647645979755440e-01,1.297657749834873586e+00,8.632528636487908358e-01,6.815411625511177407e-01,4.640452216465280610e-01,1.704372626264454293e+00,1.668945873507569289e+00,9.002143086821858819e-01,1.224643568641493374e+00,7.088822399034723221e-01,1.539395275862584400e+00,7.462794212189471921e-01,5.488081644540901971e-01,6.309039284125335101e-01,7.741381305062933205e-01,6.227049761689232854e-01,7.819430946209295907e-01,1.028386822639031584e+00,1.492931055510986038e+00
1.196183748594941587e+00,1.422144194040770193e+00,1.329530608550862691e+00,8.731206334989674023e-01,1.276319310559641762e+00,1.357447042854011965e+00,6.646774369106414060e-01,7.546882747330050378e-01,6.511836903611120109e-01,1.175806153386801833e+00,1.844145778449293394e+00,7.214692232470392153e-01,1.259510348339361929e+00,1.060001309850812978e+00,6.339585262830607082e-01,7.010603297721321736e-01,6.140635968887900864e-01,5.778182193507768183e-01,6.444310424711733321e-01,8.403790597405244034e-01,1.543083371601603249e+00,9.806031862038009361e-01,1.313888772983499376e+00,7.037800620750984670e-01,6.730624800727569301e-01,1.041380340507982449e+00,1.621908815230513001e+00,4.349136212566311888e-01,3.826246782358566079e-01,4.756369264181183887e-01,6.435885304844246591e-01,5.188703404241182815e-01,1.063420548127392173e+00,1.049378390208598022e+00,4.631850738098736708e-01,5.266851821627711594e-01,8.867834131858748359e-01,6.260027165142625361e-01,1.541684887949216209e+00,1.135516733267979195e+00
